,Unnamed: 0,CityID,type,Area,GROWTH,BA2015,BA2000,BA1990,BA1975,1990常住人口,1990生产总值,1990财政收入,1990财政支出,1990全社会固定资产投资总额,1990社会消费品零售总额,1990进出口总额,1990工业总产值,1990客运量,1990货运量,1990总消费支出,1990就业人数,1990总家庭可支配收入,2000常住人口,2000生产总值,2000财政收入,2000财政支出,2000全社会固定资产投资总额,2000社会消费品零售总额,2000进出口总额,2000工业总产值,2000客运量,2000货运量,2000总消费支出,2000就业人数,2000总家庭可支配收入,2015常住人口,2015生产总值,2015财政收入,2015财政支出,2015全社会固定资产投资总额,2015社会消费品零售总额,2015进出口总额,2015工业总产值,2015客运量,2015货运量,2015总消费支出,2015就业人数,2015总家庭可支配收入
10,10,2740,3,58.0,566.67%,29.25607998,20.4830698,13.1690883,4.38973903,5.295000719,0.740253093,0.067110857,0.055761709000000007,0.160129261,0.277037293,0.00066586,0.0,20.70399469,39.84010131,116.3210557,5.851830798,125.8167165,6.062758121,4.1681293,0.321925937,0.233328672,1.705575109,1.252602998,0.022248058,3.154634086,49.06665272,65.39289665,335.643074,6.463562518,420.8313962,8.795423137,45.48517123,7.003848369,6.433560896,36.47548416,20.16483494,0.462781872,104.4464552,133.89358059999998,311.2897498000001,1404.246974,8.97582892,2128.77113
11,11,2746,0,43.0,40.00%,30.6744962,34.49256079999999,33.4618992,21.9087508,6.641401127999999,0.928482919,0.084175649,0.069940667,0.200846555,0.347481688,0.0008351739999999999,0.0,25.96855807,49.97054916,145.8989019,7.339820658,157.8090972,7.297410705,5.016949509,0.387484661,0.280844975,2.052907573,1.507689791,0.026778772000000003,3.797060693,59.05884908,78.70985689,403.99523,7.77983706,506.531759,8.08543689,41.81350637,6.438482047999999,5.914229457,33.53110141,18.53708431,0.425425083,96.01530346,123.085391,286.1617442,1290.893014,8.251279913,1956.931959
12,12,2747,3,80.98234000000002,150.00%,56.39396701,46.83843836,43.24139552,26.3033308,10.28291183,1.4375743630000002,0.130329544,0.108289455,0.310971642,0.538007492,0.001293103,0.0,40.20723759,77.3696305,225.8959391,11.36427799,244.3365491,10.77525065,7.40795477,0.572154222,0.414691611,3.031293502,2.226232846,0.039541146,5.6066846639999985,87.20543868,116.2218314,596.5334882999998,11.48759439,747.9374376000003,13.91739095,71.97321839,11.08250216,10.18011081,57.71678805,31.90771914,0.732280429,165.2702919,211.865794,492.5676773,2222.002719,14.20285508,3368.449658
13,13,2753,0,28.0,150.00%,14.58813421,13.12900191,10.21134315,5.834709002,2.70416679,0.3780486420000001,0.034273641,0.028477609,0.081778314,0.141483465,0.000340056,0.0,10.57356888,20.3464144,59.40538112,2.988540955,64.2548329,3.210507208,2.207214752,0.17047448,0.123558184,0.903179885,0.663310472,0.011781362,1.6705227669999998,25.98303265,34.62852415,177.73833080000003,3.422751434,222.8494365,3.95937541,20.47574808,3.1528744630000003,2.896152057,16.41991895,9.07746567,0.208327346,47.01794556,60.27395637,140.13117519999997,632.1402451,4.040587445,958.2943236
14,14,2758,3,46.0,185.71%,29.17041555,20.42269681,16.04634342,10.2107609,4.002372764,0.5453424339999999,0.032451778,0.043207444000000005,0.105495451,0.213638071,0.002070108,0.120352797,30.07805711,26.68907255,85.69378966,2.226153061,72.90548812,4.502809542,2.461567509,0.123031925,0.108038373,1.26334539,1.05323602,0.047941614,0.730850433,49.74813802,35.86553374,224.40662430000003,3.00029739,248.8461929,5.90553123,24.04954576,3.63908772,3.557981277,28.07782909,9.246480672,0.8943090909999999,8.540291291,177.5132163,124.99833329999998,870.0667603,5.306028984,1364.0624
15,15,2761,4,146.0,350.00%,91.92796411,51.70249665,38.57044057,20.42859397,13.54919658,1.894208367,0.171727682,0.142686735,0.409749299,0.70890127,0.001703847,0.0,52.97874519,101.9454751,297.6499783000001,14.97405005,321.9481007,14.90965353,10.25034522,0.791686569,0.5738064420000001,4.194383719,3.08042583,0.05471286,7.757937941000002,120.6656735,160.8154924,825.4200225,15.89531956,1034.916813,24.55719842,126.9965478,19.55504487,17.9627778,101.8411153,56.30108353,1.292106823,291.61898,373.8366164,869.1343251000003,3920.717745,25.0608991,5943.620247999997
16,16,2791,3,67.70695714,80.00%,45.21582366,34.0874687,29.72277631,27.64475658,6.71085187,0.89975872,0.052610054,0.06568803599999999,0.160996888,0.3500239470000001,0.004625854,0.880975808,38.59511354,34.18753494,112.5775058,4.035559291,123.9123047,6.880975752,4.24595946,0.225531362,0.218255763,1.4970399980000002,1.556116782,0.046923398,3.190885347,59.20547645,56.92253175,308.3816763000001,5.120636274,387.330326,7.354292995,36.87423053,7.496420896,7.727992154,34.54439194,13.12697975,0.944981268,53.28718796,148.2511127,157.07975430000005,1366.918572,8.036218307,1955.544896
17,17,2796,0,459.0,80.15%,343.9393659,282.3724953,272.57616210000003,187.0594441,61.19370933,8.555019156,0.775592396,0.64443161,1.850595299,3.201687867,0.007695271999999999,0.0,239.2736659,460.4274312,1344.308953,67.62892998,1454.049204,68.51806938,47.10598161,3.638235802,2.636956621,19.27550322,14.15625321,0.251435725,35.65199747,554.5252257000002,739.0357557,3793.259598,73.04774761,4756.012729,88.44137090000002,457.3709344,70.42639583,64.69193539999999,366.7750571,202.7651902,4.653450154,1050.249378,1346.351578,3130.138458,14120.24476,90.2554206,21405.61451
18,18,2823,3,55.0,136.36%,37.73771168,23.2233817,21.7720874,15.96589059,5.284932192,0.720097291,0.042850943,0.05705326,0.139301444,0.282098342,0.002733473,0.158919822,39.71656356,35.24157968,113.1543448,2.939523295,96.26803494,5.228841731,2.858470205,0.14286957,0.12545846,1.46704697,1.223059604,0.055671711,0.8486926229999999,57.76951873,41.64848586,260.58990750000004,3.484064794,288.9701077,7.4597392660000015,30.37886582,4.596816864,4.49436496,35.46730615,11.67995431,1.129671892,10.78791116,224.2308538,157.8951899,1099.0495050000004,6.702461,1723.054107
19,19,2855,3,67.0,93.75%,44.88942511,34.84901344,23.73839412,23.17087616,5.619470222,0.746248873,0.043169016,0.051686343,0.127011544,0.289079531,0.004440658,1.071217653,26.50563014,23.44084841,78.99389722,3.5280131860000004,104.5807517,6.886754951,4.512593423999999,0.246100837,0.24731273,1.262805463,1.5284247030000002,0.032656187,4.32013876,50.12043084,58.11892447,289.8761768,5.41593291,391.4881004,6.437218167999999,36.61137403,8.417630466,8.82853702,29.97280365,12.4993437,0.721512452,73.34490389,84.18074786,138.3788246,1373.8932539999996,7.92843484,1872.4915670000007
20,20,2874,3,94.0,266.67%,63.58146807,37.56606071,28.89754864,17.33864578,9.48337445,1.325797226,0.120195902,0.099869518,0.286792358,0.496175265,0.00119256,0.0,37.0809646,71.35383333,208.3316294,10.48066008,225.3384084,10.37927537,7.1357228689999985,0.55112836,0.399452278,2.919897737,2.144421925,0.038088064,5.400646902,84.00076166,111.9508428,574.6117230000001,11.06544148,720.4517905,16.41924896,84.91147483,13.07474675,12.01013714,68.09223911,37.64360621,0.863918727,194.9800849,249.95182140000003,581.1140431,2621.440754,16.75602951,3973.978582
21,21,2905,3,86.0,216.67%,54.73902356,34.05110426,30.25194022,17.28771954,7.175068434,0.952827672,0.055119189000000006,0.065994308,0.162171251,0.369103374,0.005669933,1.367755263,33.84299635,29.92981275,100.8612193,4.504648134,133.5311019,7.446209342,4.879179751000001,0.266093155,0.267403498,1.3653910880000002,1.652588248,0.035309055,4.671090786000001,54.19202847,62.84029001,313.4246406000001,5.8559031820000005,423.29113949999993,8.055946899,45.81781717,10.53436163,11.04859639,37.50988522,15.64247886,0.902946871,91.78850796,105.3491768,173.1761196,1719.377969,9.922150905,2343.355816
22,22,2910,0,100.0,80.00%,64.83162537,45.4604372,36.81459401,35.37425551,8.626722065,1.145602942,0.066270856,0.07934621900000001,0.194981598,0.443780049,0.00681707,1.6444783230000002,40.69008205,35.98518654,121.2673738,5.416024642999999,160.5469987,9.654269966000001,6.3260266220000005,0.344999051,0.34669795600000003,1.77027714,2.142638268,0.04577942,6.056232025,70.26185389,81.47462643,406.3659717,7.592382595,548.8117171,9.677337652,55.03940042,12.65457378,13.27230668,45.05936163,18.79078295,1.084679661,110.2624428,126.5524175,208.0306391,2065.430838,11.91914566,2814.994408
